Site,Language,target_word,guess,similarity_score,iteration,word_embedding,vocabulary_words_file_name_path,vocabulary_words_count,execution_time
Pimantle,English,charity,teenyboppers,7.501306880899494,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0019989013671875
Pimantle,English,charity,pendants,11.359215720866478,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3693115711212158
Pimantle,English,charity,charity,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3693115711212158
Pimantle,English,bless,benefits,3.673278346629849,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003995180130004883
Pimantle,English,bless,reluctantly,25.87912309977013,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4191889762878418
Pimantle,English,bless,bless,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.42018771171569824
Pimantle,English,hat,supervening,-0.3252387252058453,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003996133804321289
Pimantle,English,hat,shunning,7.575191317334795,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3612668514251709
Pimantle,English,hat,hat,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36226844787597656
Pimantle,English,mutual,micrometres,0.4983015094320198,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030014514923095703
Pimantle,English,mutual,torching,3.381111492721589,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3273799419403076
Pimantle,English,mutual,mutual,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.32837986946105957
Pimantle,English,invoice,federates,19.084068462995173,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004008769989013672
Pimantle,English,invoice,chronologic,2.0931417411983455,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3269987106323242
Pimantle,English,invoice,invoice,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3279993534088135
Pimantle,English,brick,idolisation,10.188513246522035,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030002593994140625
Pimantle,English,brick,sporulation,4.023416467958518,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3619961738586426
Pimantle,English,brick,saturdays,6.621154270748231,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36299633979797363
Pimantle,English,brick,brick,100.0,4,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36299633979797363
Pimantle,English,nest,approximate,4.338284171328832,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.002999544143676758
Pimantle,English,nest,providers,-2.7133435912193526,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3728618621826172
Pimantle,English,nest,nest,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.37386250495910645
Pimantle,English,capability,preheater,25.33318718421964,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030007362365722656
Pimantle,English,capability,simulates,27.314612475255352,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3258023262023926
Pimantle,English,capability,capability,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3258023262023926
Pimantle,English,acronyms,moue,13.621644988137948,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0060079097747802734
Pimantle,English,acronyms,multiplexed,14.340821992580011,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4103260040283203
Pimantle,English,acronyms,acronyms,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4103260040283203
Pimantle,English,polygon,seditious,1.9001055938903555,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0029408931732177734
Pimantle,English,polygon,nebulisers,5.843213906764344,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3840370178222656
Pimantle,English,polygon,landscapes,24.147183119821804,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3850369453430176
Pimantle,English,polygon,polygon,100.0,4,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3850369453430176
Pimantle,English,breeze,genially,9.929119149721888,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004015445709228516
Pimantle,English,breeze,polypharmacy,-3.477898354551656,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36734819412231445
Pimantle,English,breeze,breeze,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36834120750427246
Pimantle,English,unicorn,adhesion,-2.3302654919342025,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0018961429595947266
Pimantle,English,unicorn,hobbies,9.835119006483872,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.404926061630249
Pimantle,English,unicorn,unicorn,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.40592479705810547
Pimantle,English,recover,merrily,-5.638373494416049,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.00400233268737793
Pimantle,English,recover,saxitoxin,4.258844225150005,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4279947280883789
Pimantle,English,recover,recover,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.42899155616760254
Pimantle,English,rap,spirituous,7.54984119138653,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.00500035285949707
Pimantle,English,rap,parishioner,-1.0860818234603942,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4790012836456299
Pimantle,English,rap,rap,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4790012836456299
Pimantle,English,button,ascensions,2.71406927164205,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004012584686279297
Pimantle,English,button,applying,3.177234644747984,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4595296382904053
Pimantle,English,button,button,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4605295658111572
Pimantle,English,cultist,benefited,4.548895303298961,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0040018558502197266
Pimantle,English,cultist,covariates,8.273929584353423,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4350593090057373
Pimantle,English,cultist,cultist,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4369990825653076
Pimantle,English,barrels,antidandruff,21.645100892617673,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003016948699951172
Pimantle,English,barrels,discolors,7.900361804072398,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.352053165435791
Pimantle,English,barrels,barrels,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.352053165435791
Pimantle,English,meta,unarmoured,-1.777755959769478,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004002094268798828
Pimantle,English,meta,contrastive,40.85972632828283,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.45737576484680176
Pimantle,English,meta,meta,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.45737576484680176
Pimantle,English,gambit,luffa,14.267458057602788,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.00500035285949707
Pimantle,English,gambit,persuasion,36.43823780895092,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4712669849395752
Pimantle,English,gambit,gambit,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4712669849395752
Pimantle,English,reward,rebuilding,6.6730740367823005,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004000425338745117
Pimantle,English,reward,problematize,3.71618732208826,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.41300058364868164
Pimantle,English,reward,reward,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4139993190765381
Pimantle,English,carpet,unamended,10.38132582588358,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030002593994140625
Pimantle,English,carpet,seamers,10.600318663249375,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3640007972717285
Pimantle,English,carpet,carpet,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3660004138946533
Pimantle,English,brand,revegetated,2.4303754619373286,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0019998550415039062
Pimantle,English,brand,brand,100.0,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3850870132446289
Pimantle,English,wing,quites,4.637932573121184,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003000974655151367
Pimantle,English,wing,townscape,3.9109295634295327,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.365999698638916
Pimantle,English,wing,wing,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36701130867004395
Pimantle,English,boxers,applets,5.484410513098337,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0029997825622558594
Pimantle,English,boxers,intertwining,1.2045838092393457,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.37397122383117676
Pimantle,English,boxers,boxers,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.37397122383117676
Pimantle,English,meals,caulker,-1.2366056221722266,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030031204223632812
Pimantle,English,meals,capitalizes,2.6608305092483575,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.34493517875671387
Pimantle,English,meals,meals,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.34493517875671387
Pimantle,English,muscles,grower,-4.618774209727294,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.002000093460083008
Pimantle,English,muscles,streamliners,6.488190593769372,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3568723201751709
Pimantle,English,muscles,muscles,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3568723201751709
Pimantle,English,faithful,manufacture,8.196381053943425,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004000425338745117
Pimantle,English,faithful,levitating,5.577330836708116,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.43147921562194824
Pimantle,English,faithful,faithful,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4324791431427002
Pimantle,English,deli,nimble,6.5910070483571666,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.002999544143676758
Pimantle,English,deli,transistor,4.2081706220871595,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4720909595489502
Pimantle,English,deli,deli,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4740927219390869
Pimantle,English,biography,unifocal,5.465207588377852,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.002997875213623047
Pimantle,English,biography,unpolished,16.1127279286467,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.39917707443237305
Pimantle,English,biography,biography,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4001767635345459
Pimantle,English,romance,wind,4.673723321956203,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003000020980834961
Pimantle,English,romance,overdrafts,16.26979414491252,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4393143653869629
Pimantle,English,romance,romance,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4403235912322998
Pimantle,English,ghost,clique,12.468423334373558,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0019996166229248047
Pimantle,English,ghost,quem,13.239352344013255,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.402817964553833
Pimantle,English,ghost,ghost,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.40383124351501465
Pimantle,English,nineteen,routine,-4.5933841035226575,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0033292770385742188
Pimantle,English,nineteen,sponsor,2.3044309773705973,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.37678980827331543
Pimantle,English,nineteen,nineteen,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.37678980827331543
Pimantle,English,venue,cockapoos,0.07553166653875287,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030007362365722656
Pimantle,English,venue,tune,23.73988322050371,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3542470932006836
Pimantle,English,venue,venue,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3542470932006836
Pimantle,English,furniture,nonalignment,3.431063787052979,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004164695739746094
Pimantle,English,furniture,mari,2.1546338450261326,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.40953969955444336
Pimantle,English,furniture,furniture,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4105396270751953
Pimantle,English,cage,sponged,11.773020278523394,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030002593994140625
Pimantle,English,cage,paying,-0.7968272998078785,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3827354907989502
Pimantle,English,cage,cage,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.38373565673828125
Pimantle,English,humor,fews,12.253036998482347,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.002994060516357422
Pimantle,English,humor,serenely,8.595000560352052,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36992931365966797
Pimantle,English,humor,humor,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3709259033203125
Pimantle,English,rigid,shooter,3.795159641421153,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0039904117584228516
Pimantle,English,rigid,cookoffs,0.3129337288809819,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4492495059967041
Pimantle,English,rigid,rigid,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4502544403076172
Pimantle,English,furry,refining,-0.28572950514005324,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003000974655151367
Pimantle,English,furry,switcheroos,6.934691821756333,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.42244887351989746
Pimantle,English,furry,furry,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4234292507171631
Pimantle,English,magnetic,duality,21.32203557878882,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.002990245819091797
Pimantle,English,magnetic,axiom,8.16734806330377,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4012722969055176
Pimantle,English,magnetic,magnetic,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4012722969055176
Pimantle,English,denial,repetitively,14.797399898891396,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.00399017333984375
Pimantle,English,denial,beadle,13.594438821856746,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.38286471366882324
Pimantle,English,denial,denial,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.38385772705078125
Pimantle,English,construction,lymphatic,0.6688380427380736,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0040090084075927734
Pimantle,English,construction,whomping,-1.4765844645379556,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3634917736053467
Pimantle,English,construction,construction,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3644850254058838
Pimantle,English,know,intrinsically,19.298545058487715,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.003001689910888672
Pimantle,English,know,spinels,-2.7189680819757367,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3546943664550781
Pimantle,English,know,know,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3546943664550781
Pimantle,English,flu,microbrewer,-0.6730291095619956,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.004064083099365234
Pimantle,English,flu,phosphorescence,-0.7117300809321492,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3789255619049072
Pimantle,English,flu,flu,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.38034605979919434
Pimantle,English,demolishing,picture,-1.9288895347846502,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0029778480529785156
Pimantle,English,demolishing,unplayable,13.489815225059253,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.35882139205932617
Pimantle,English,demolishing,demolishing,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.3600287437438965
Pimantle,English,puppy,earthly,8.417062693125754,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.001984834671020508
Pimantle,English,puppy,unfried,9.887618653638064,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.45305514335632324
Pimantle,English,puppy,puppy,100.0,3,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.4540433883666992
Pimantle,English,nebula,baju,3.772983136881014,1,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.0030088424682617188
Pimantle,English,nebula,personal,-8.19876034206608,2,word2vec,C:/Users/yossi/Downloads/final project/FinalProject/MyData/English-Words_Pimantle.txt,106981,0.36229944229125977
